01 02 03 04 05
06 14 15 21 23
06 14 18 21 26
06 14 20 25 27
06 14 22 23 26
06 15 16 17 27
06 15 16 20 25
06 15 17 19 20
06 15 21 24 26
06 15 22 26 27
06 16 18 22 27
06 16 19 21 25
06 17 19 23 24
06 17 21 22 27
06 17 22 23 25
06 18 21 23 24
06 20 24 25 27
06 22 23 24 25
07 08 09 12 25
07 08 09 16 22
07 08 09 18 21
07 08 10 11 17
07 08 10 19 25
07 08 10 23 26
07 08 10 26 27
07 08 11 12 13
07 08 11 14 25
07 08 11 19 26
07 08 12 17 26
07 08 12 21 23
07 08 13 25 27
07 08 14 17 23
07 08 14 22 24
07 08 15 16 24
07 08 15 18 20
07 08 15 21 22
07 08 16 21 27
07 08 19 23 27
07 09 10 13 22
07 09 10 13 24
07 09 10 14 27
07 09 10 18 26
07 09 11 13 19
07 09 11 16 26
07 09 11 18 22
07 09 11 20 21
07 09 11 24 25
07 09 12 15 17
07 09 12 23 24
07 09 13 14 18
07 09 13 20 23
07 09 14 15 16
07 09 14 21 26
07 09 15 19 25
07 09 17 18 25
07 09 20 22 27
07 09 21 23 27
07 10 11 15 23
07 10 11 15 26
07 10 11 18 21
07 10 11 25 26
07 10 12 17 19
07 10 12 18 22
07 10 13 14 23
07 10 13 19 20
07 10 14 15 22
07 10 14 16 25
07 10 15 18 20
07 10 16 18 22
07 10 16 23 24
07 10 18 24 27
07 10 21 24 26
07 11 12 14 16
07 11 12 14 18
07 11 12 20 25
07 11 12 21 26
07 11 12 24 27
07 11 13 17 23
07 11 15 22 25
07 11 16 22 24
07 11 17 18 19
07 11 21 26 27
07 12 13 15 25
07 12 14 17 20
07 12 14 19 21
07 12 16 19 25
07 12 16 20 23
07 12 17 21 27
07 12 18 19 23
07 12 18 26 27
07 13 14 16 27
07 13 15 26 27
07 13 16 17 18
07 13 16 19 27
07 13 16 20 25
07 13 17 21 25
07 13 18 21 27
07 13 18 22 26
07 14 15 22 23
07 14 16 17 24
07 14 19 20 26
07 14 21 23 24
07 14 23 25 26
07 15 16 18 27
07 15 17 19 23
07 16 17 19 21
07 16 17 20 26
07 16 18 21 23
07 16 18 24 26
07 17 18 20 27
07 17 20 22 25
07 18 19 20 24
07 18 19 22 27
07 19 20 25 27
07 19 21 22 25
07 22 24 25 27
08 09 10 13 14
08 09 10 18 22
08 09 10 19 27
08 09 11 12 14
08 09 11 15 22
08 09 11 16 21
08 09 11 17 23
08 09 11 19 20
08 09 11 24 27
08 09 12 17 25
08 09 12 18 19
08 09 12 22 27
08 09 13 16 26
08 09 14 20 21
08 09 14 26 27
08 09 15 16 18
08 09 15 20 27
08 09 17 19 24
08 09 20 21 26
08 09 22 25 26
08 10 11 13 21
08 10 12 16 17
08 10 12 20 23
08 10 13 15 27
08 10 13 16 22
08 10 14 18 25
08 10 14 25 27
08 10 16 20 22
08 10 16 21 23
08 10 17 20 21
08 10 19 22 24
08 10 19 23 25
08 10 22 24 26
08 11 12 16 21
08 11 13 14 27
08 11 14 15 26
08 11 14 16 23
08 11 14 19 26
08 11 15 22 24
08 11 16 19 25
08 11 17 19 22
08 11 18 20 25
08 11 18 24 26
08 11 21 23 24
08 11 22 23 27
08 12 13 20 27
08 12 14 15 18
08 12 14 23 24
08 12 15 16 17
08 12 15 21 26
08 12 15 22 23
08 12 17 18 26
08 12 17 21 24
08 12 19 21 25
08 12 24 25 26
08 13 14 15 23
08 13 14 16 21
08 13 14 20 22
08 13 15 17 25
08 13 17 19 26
08 13 18 19 23
08 13 18 22 25
08 13 21 22 26
08 14 15 17 20
08 14 16 18 27
08 14 16 24 26
08 14 17 23 27
08 14 19 21 24
08 14 21 22 23
08 15 16 19 23
08 15 16 19 26
08 15 17 18 21
08 15 20 23 26
08 16 17 22 24
08 16 23 25 27
08 17 18 20 22
08 17 18 23 24
08 17 20 21 25
08 17 21 25 26
08 19 20 26 27
08 20 23 24 25
08 21 23 24 27
09 10 11 12 20
09 10 11 12 23
09 10 11 12 26
09 10 11 15 18
09 10 11 21 22
09 10 12 13 16
09 10 13 23 27
09 10 14 15 23
09 10 14 20 24
09 10 15 21 24
09 10 16 17 24
09 10 16 19 26
09 10 16 23 25
09 10 17 20 25
09 10 22 23 26
09 11 12 25 26
09 11 13 17 18
09 11 14 16 22
09 11 14 21 25
09 11 15 17 27
09 11 15 20 26
09 11 17 19 25
09 12 13 18 27
09 12 14 22 25
09 12 15 16 23
09 12 15 19 24
09 12 16 21 24
09 12 17 18 20
09 12 17 22 23
09 12 19 20 27
09 12 19 23 26
09 12 22 24 26
09 13 14 17 27
09 13 14 20 25
09 13 14 24 26
09 13 15 18 23
09 13 15 21 24
09 13 16 17 20
09 13 16 18 19
09 13 19 20 22
09 13 19 21 26
09 13 20 26 27
09 13 22 23 25
09 14 15 19 27
09 14 17 18 26
09 14 18 21 23
09 15 17 23 25
09 15 17 24 26
09 15 18 19 21
09 16 17 19 23
09 16 24 25 27
09 17 18 22 27
09 17 20 22 23
09 17 21 26 27
09 18 21 24 26
09 18 23 24 26
09 18 23 25 27
09 19 20 22 26
09 19 21 22 24
09 20 21 23 25
10 11 12 14 21
10 11 12 15 16
10 11 13 16 25
10 11 13 17 20
10 11 14 17 24
10 11 14 19 27
10 11 15 20 22
10 11 16 18 23
10 11 17 21 27
10 11 20 21 27
10 11 21 23 25
10 11 23 24 27
10 12 13 18 25
10 12 13 19 26
10 12 14 17 18
10 12 14 22 26
10 12 15 25 27
10 12 16 24 27
10 12 18 20 24
10 12 19 21 26
10 12 22 24 25
10 13 14 21 25
10 13 15 17 19
10 13 16 21 24
10 13 20 21 25
10 13 22 24 27
10 13 25 26 27
10 14 15 16 21
10 14 15 18 24
10 14 17 18 19
10 14 17 21 22
10 14 20 23 24
10 14 23 24 25
10 15 16 18 26
10 15 17 20 26
10 15 17 22 25
10 15 18 22 23
10 15 19 20 24
10 15 21 23 27
10 16 18 20 27
10 16 19 20 21
10 16 19 22 27
10 16 20 25 26
10 17 22 23 27
10 18 19 24 25
10 19 20 23 26
10 21 22 25 27
11 12 13 19 22
11 12 13 24 26
11 12 14 15 19
11 12 14 21 23
11 12 15 17 18
11 12 15 18 20
11 12 16 18 24
11 12 16 19 20
11 12 16 23 27
11 13 14 15 24
11 13 14 18 21
11 13 15 16 21
11 13 16 19 24
11 13 16 23 26
11 13 17 22 27
11 13 17 24 25
11 13 18 21 26
11 13 18 25 27
11 13 19 20 27
11 13 19 23 25
11 13 20 22 26
11 14 16 18 25
11 14 17 20 27
11 14 17 21 26
11 14 18 20 23
11 14 18 22 24
11 14 22 25 26
11 14 23 25 27
11 15 16 17 27
11 15 19 21 27
11 15 21 24 25
11 16 17 20 24
11 16 17 22 26
11 16 20 22 23
11 17 19 21 23
11 17 20 23 26
11 18 19 20 22
11 18 19 21 24
11 18 22 26 27
11 20 24 26 27
11 21 22 24 27
12 13 14 19 23
12 13 14 21 27
12 13 15 16 22
12 13 15 20 24
12 13 15 26 27
12 13 16 24 25
12 13 17 21 23
12 13 19 20 24
12 13 21 22 25
12 14 15 22 24
12 14 16 17 22
12 14 16 20 25
12 14 16 20 26
12 14 17 19 25
12 14 18 20 27
12 14 18 23 25
12 14 18 24 27
12 15 17 21 27
12 15 19 20 23
12 15 20 23 27
12 16 17 26 27
12 16 18 19 26
12 16 18 21 25
12 16 19 22 24
12 16 19 23 24
12 16 20 22 24
12 16 22 25 26
12 17 21 25 27
12 17 22 23 24
12 18 20 21 22
12 18 22 23 25
12 22 23 25 27
13 14 16 18 20
13 14 16 22 24
13 14 17 19 24
13 14 18 26 27
13 14 19 22 25
13 15 18 20 26
13 15 18 23 24
13 15 20 22 23
13 16 17 21 22
13 17 18 19 27
13 17 20 23 25
13 18 21 23 25
13 19 24 25 26
13 20 21 23 27
13 20 21 24 26
13 22 23 26 27
14 15 16 25 26
14 15 17 18 19
14 15 17 20 21
14 15 17 22 27
14 15 19 24 25
14 15 21 22 25
14 15 23 26 27
14 16 17 23 25
14 16 18 19 27
14 17 19 25 26
14 17 20 24 25
14 17 23 24 26
14 18 20 21 25
14 18 21 22 27
14 19 20 22 23
14 19 21 22 27
14 19 21 23 26
14 21 24 26 27
15 16 18 22 26
15 16 18 23 26
15 16 19 20 22
15 16 19 20 25
15 16 20 23 24
15 16 20 24 26
15 16 21 22 27
15 17 21 22 26
15 18 19 21 23
15 18 19 25 26
15 18 20 24 27
15 20 22 24 25
15 21 23 25 26
16 17 18 19 25
16 17 18 21 24
16 18 19 21 22
16 18 24 25 26
16 20 21 24 27
16 20 22 25 27
16 21 22 26 27
16 22 23 24 27
17 18 20 24 25
17 18 22 24 26
17 18 23 26 27
17 19 24 26 27
17 20 22 24 27
17 20 25 26 27
17 21 22 24 25
18 20 21 26 27
18 20 22 23 26
19 20 23 24 27
19 22 23 24 26
19 23 24 25 27
